,dim,marg_lik,mean_log_pred,num_inducing,rep,time
82,4.0,-3145.0943446727288,-0.4362332231189255,2401.0,1.0,9.641032934188843
83,4.0,-54299.16544731607,-1.6063767359605408,1.0,2.0,0.8236856460571289
84,4.0,-17080.309609362947,-0.962238933353317,81.0,2.0,0.8695991039276123
85,4.0,-5045.241755413292,-0.5734483170939215,625.0,2.0,1.5544195175170898
86,4.0,-3093.1563769427667,-0.4948387936079581,2401.0,2.0,9.621510744094849
87,4.0,-48811.810736744854,-1.4588326198510013,1.0,3.0,0.89876389503479
88,4.0,-19654.143975142666,-1.0210844938934458,81.0,3.0,0.8763504028320312
89,4.0,-5162.186009256184,-0.5432006743289522,625.0,3.0,1.4420990943908691
90,4.0,-3199.395393620689,-0.4617674161199734,2401.0,3.0,9.746389150619507
91,4.0,-52420.97917095857,-1.4426162689246702,1.0,4.0,0.8277981281280518
92,4.0,-18542.936397981273,-0.9434669606357444,81.0,4.0,0.7414531707763672
93,4.0,-5072.442193895542,-0.5193242948032821,625.0,4.0,1.6548902988433838
94,4.0,-3073.340549856046,-0.4277231358418446,2401.0,4.0,9.608457565307617
95,5.0,-51577.98586990262,-1.4726063529830136,1.0,0.0,0.9857828617095947
96,5.0,-20113.671368389783,-1.0311855615875736,243.0,0.0,1.1968302726745605
97,5.0,-4846.439060159737,-0.6376328225300558,3125.0,0.0,16.579299688339233
98,5.0,-47981.41320409174,-1.418207023098654,1.0,1.0,0.9831244945526123
99,5.0,-19474.84556259527,-0.9969732113398723,243.0,1.0,1.2594349384307861
100,5.0,-4802.613667758582,-0.6427217834806058,3125.0,1.0,16.597425937652588
101,5.0,-50604.585981201104,-1.491020587674789,1.0,2.0,0.9899430274963379
102,5.0,-19875.67050441502,-1.0579809817090116,243.0,2.0,1.1871075630187988
103,5.0,-4804.320988135074,-0.6965774488288082,3125.0,2.0,16.51853036880493
104,5.0,-49174.449884211484,-1.3949185073537584,1.0,3.0,1.0104036331176758
105,5.0,-20404.575503805954,-1.0394770248984244,243.0,3.0,1.259028673171997
106,5.0,-4842.093336774829,-0.6574241993841572,3125.0,3.0,16.482451677322388
107,5.0,-50165.131867240845,-1.4474313331021509,1.0,4.0,0.9916496276855469
108,5.0,-20393.361492469274,-1.0091156525943674,243.0,4.0,1.1969175338745117
109,5.0,-4833.738411409569,-0.5954443132420599,3125.0,4.0,16.55416989326477
